,JW21-R_SS31,JW21-NP_SS31,JW55-RB_SS31,JW22-LF_SS31,JW22-NP_SS31,Mean,Std_dev_upper,Std_dev_lower
26,6637.0,8536.0,2533.0,3388.0,3343.0,4887.0,7191.341699198855,2610.3043962314323
27,6707.0,8633.0,2571.0,3440.0,3386.0,4947.0,7272.396367647174,2649.5018886243865
28,6791.0,8717.0,2620.0,3477.0,3423.0,5006.0,7350.972124923166,2689.06418749893
29,6859.0,8811.0,2639.0,3516.0,3451.0,5055.0,7427.35515188318,2711.081409417451
30,6962.0,8897.0,2684.0,3552.0,3500.0,5119.0,7513.819742694635,2752.8617679152107
31,7036.0,8997.0,2717.0,3591.0,3529.0,5174.0,7596.0295621647565,2780.977826302162
32,7092.0,9069.0,2745.0,3624.0,3558.0,5218.0,7657.436055047696,2807.731602851882
33,7175.0,9132.0,2767.0,3669.0,3594.0,5267.0,7723.876933561522,2839.59599722811
34,7257.0,9226.0,2805.0,3706.0,3629.0,5325.0,7806.8703162467355,2872.8055547789495
35,7351.0,9362.0,2850.0,3771.0,3686.0,5404.0,7917.869606801434,2920.237702117823
36,7428.0,9479.0,2880.0,3818.0,3716.0,5464.0,8010.346277839419,2948.1740847404544
37,7495.0,9552.0,2899.0,3853.0,3753.0,5510.0,8076.242674936777,2974.540072579579
38,7579.0,9650.0,2924.0,3877.0,3772.0,5560.0,8159.322578416666,2991.8563499341626
39,7648.0,9739.0,2946.0,3923.0,3809.0,5613.0,8235.537168468732,3021.8715953230317
40,7728.0,9813.0,2974.0,3959.0,3842.0,5663.0,8306.37295262448,3051.3094480043756
41,7790.0,9892.0,3001.0,3994.0,3883.0,5712.0,8374.208481693347,3081.6754047854706
42,7870.0,9992.0,3024.0,4033.0,3928.0,5769.0,8459.20190072542,3111.0654420951796
43,7952.0,10090.0,3058.0,4075.0,3967.0,5828.0,8544.072507623216,3144.504674026228
44,8027.0,10226.0,3082.0,4126.0,4019.0,5896.0,8647.89701842202,3177.061021017836
45,8113.0,10399.0,3120.0,4173.0,4087.0,5978.0,8774.624226932654,3214.917680840005
46,8171.0,10492.0,3143.0,4213.0,4142.0,6032.0,8849.591270334764,3248.177652521544
47,8254.0,10601.0,3162.0,4250.0,4189.0,6091.0,8940.722612232052,3275.431131002815
48,8313.0,10706.0,3193.0,4284.0,4226.0,6144.0,9020.217284327919,3302.277868167904
49,8388.0,10825.0,3226.0,4323.0,4273.0,6207.0,9114.193079243276,3334.624860353867
50,8452.0,10919.0,3258.0,4376.0,4304.0,6262.0,9191.113341382792,3367.9430270742655
51,8527.0,11026.0,3302.0,4430.0,4355.0,6328.0,9279.562772498664,3411.7865598397243
52,8588.0,11103.0,3333.0,4476.0,4393.0,6379.0,9346.813246595322,3446.6825106403576
53,8666.0,11209.0,3361.0,4518.0,4440.0,6439.0,9434.755491802805,3479.099015044979
54,8725.0,11326.0,3394.0,4547.0,4489.0,6496.0,9520.777506969176,3507.472777735837
55,8788.0,11422.0,3440.0,4607.0,4521.0,6556.0,9599.322570262091,3549.0775229311403
56,8850.0,11541.0,3476.0,4621.0,4557.0,6609.0,9685.531878593167,3569.314143737563
57,8913.0,11636.0,3506.0,4658.0,4600.0,6663.0,9762.544203050937,3600.52922744049
58,8983.0,11742.0,3553.0,4713.0,4637.0,6726.0,9848.125024188921,3641.2188450699086
59,9045.0,11830.0,3576.0,4751.0,4670.0,6774.0,9919.38154548326,3666.337247591053
60,9112.0,11904.0,3606.0,4786.0,4711.0,6824.0,9986.754522037187,3699.1000453765223
61,9192.0,11996.0,3634.0,4834.0,4757.0,6883.0,10068.860239663169,3735.2469531692377
62,9195.0,12040.0,3661.0,4866.0,4773.0,6907.0,10095.692082970696,3756.4972237978996
63,9193.0,12072.0,3676.0,4881.0,4793.0,6923.0,10114.074239186546,3770.1435974281835
64,9217.0,12068.0,3670.0,4898.0,4803.0,6931.0,10121.929608541477,3778.310593504624
65,9223.0,12084.0,3695.0,4910.0,4810.0,6944.0,10133.37465134886,3792.8710243054516
66,9247.0,12098.0,3717.0,4921.0,4838.0,6964.0,10151.688153923886,3814.513226905464
67,9228.0,12134.0,3740.0,4947.0,4839.0,6978.0,10166.471776049879,3827.666693797441
68,9182.0,12079.0,3744.0,4950.0,4816.0,6954.0,10120.094402677638,3825.8483610194
69,9191.0,12120.0,3748.0,4945.0,4833.0,6967.0,10145.175115796275,3826.93642883757
70,9188.0,12115.0,3744.0,4952.0,4830.0,6966.0,10142.45906107204,3827.5596384808537
71,9170.0,12144.0,3763.0,4973.0,4842.0,6978.0,10153.253228746751,3840.8233219634712
72,9211.0,12232.0,3789.0,5003.0,4871.0,7021.0,10217.600345158378,3862.707772352017
73,9237.0,12206.0,3800.0,5025.0,4873.0,7028.0,10214.452034264232,3879.7345422026
74,9237.0,12232.0,3813.0,5027.0,4875.0,7037.0,10228.75640778971,3883.44550013188
75,9210.0,12237.0,3816.0,5039.0,4859.0,7032.0,10221.744279196479,3880.4817267762996
76,9220.0,12269.0,3820.0,5045.0,4873.0,7045.0,10243.093473722534,3885.2566227389034
77,9234.0,12268.0,3839.0,5051.0,4888.0,7056.0,10249.053898699487,3901.187647267689
78,9254.0,12259.0,3849.0,5072.0,4885.0,7064.0,10252.618974833253,3913.5453576849395
79,9246.0,12302.0,3872.0,5087.0,4901.0,7082.0,10274.872729481503,3927.3184482992738
80,9245.0,12329.0,3889.0,5116.0,4905.0,7097.0,10291.001153203715,3941.2276388666737
81,9284.0,12479.0,3910.0,5166.0,4940.0,7156.0,10389.264134998355,3961.434889392425
82,9281.0,12465.0,3919.0,5169.0,4945.0,7156.0,10381.398109794613,3969.206707301809
83,9221.0,12442.0,3928.0,5169.0,4947.0,7141.0,10348.889939924165,3971.5774837247736
84,9217.0,12430.0,3928.0,5164.0,4962.0,7140.0,10341.975416312041,3976.3970756311064
85,9196.0,12459.0,3937.0,5182.0,4977.0,7150.0,10352.808730890227,3985.5737412283897
86,9166.0,12463.0,3946.0,5175.0,4968.0,7144.0,10344.60573433634,3981.67805762715
87,9153.0,12484.0,3946.0,5190.0,4988.0,7152.0,10353.405967175464,3988.959704771427
88,9168.0,12563.0,3976.0,5217.0,5022.0,7189.0,10404.722588574248,4011.8145461040267
89,9180.0,12610.0,3992.0,5240.0,5027.0,7210.0,10436.230395781844,4022.384389171147
90,9183.0,12617.0,4004.0,5251.0,5022.0,7215.0,10440.885718165891,4027.7972315721013
91,9185.0,12673.0,4018.0,5289.0,5026.0,7238.0,10474.97324157409,4039.818401127064
92,9199.0,12756.0,4040.0,5318.0,5063.0,7275.0,10528.648869602659,4060.3424884257897
93,9205.0,13036.0,4098.0,5392.0,5196.0,7385.0,10696.022178522317,4113.680406380012
94,9432.0,13865.0,4211.0,5558.0,5502.0,7714.0,11252.322012856754,4218.00643154655
95,9442.0,13914.0,4227.0,5586.0,5525.0,7739.0,11285.891112885574,4234.5640587616
96,9455.0,13983.0,4245.0,5600.0,5554.0,7767.0,11330.30580594294,4246.418248909178
97,9480.0,14068.0,4248.0,5613.0,5583.0,7798.0,11387.567476266002,4251.471100968029
98,9481.0,14116.0,4245.0,5644.0,5592.0,7816.0,11418.166718333101,4256.926360939003
99,9474.0,14158.0,4265.0,5672.0,5597.0,7833.0,11441.288980481839,4267.949717772489
100,9511.0,14239.0,4291.0,5719.0,5599.0,7872.0,11501.06348341644,4286.375823989016
101,9515.0,14307.0,4306.0,5740.0,5594.0,7892.0,11540.49715179643,4287.247195545353
102,9511.0,14314.0,4350.0,5779.0,5597.0,7910.0,11547.00829895488,4316.5743556448015
103,9500.0,14342.0,4349.0,5789.0,5596.0,7915.0,11560.066442009895,4313.612720779486
104,9491.0,14333.0,4353.0,5798.0,5607.0,7916.0,11553.880903309873,4321.736298739382
105,9500.0,14390.0,4367.0,5810.0,5611.0,7936.0,11590.133914714494,4325.5815486697165
106,9528.0,14450.0,4383.0,5840.0,5625.0,7965.0,11634.336256963466,4339.633572780978
107,9556.0,14465.0,4380.0,5861.0,5637.0,7980.0,11653.65787283828,4350.315518383288
108,9562.0,14463.0,4386.0,5894.0,5629.0,7987.0,11656.52898430666,4361.3949573637055
109,9550.0,14462.0,4379.0,5908.0,5640.0,7988.0,11654.521644101758,4365.3662802185845
110,9567.0,14511.0,4387.0,5921.0,5661.0,8009.0,11688.540714092815,4373.5754258659545
111,9557.0,14526.0,4381.0,5924.0,5660.0,8010.0,11694.969506884237,4369.115258366753
112,9570.0,14586.0,4410.0,5941.0,5670.0,8035.0,11733.391848718395,4380.950061485577
113,9621.0,14699.0,4443.0,6005.0,5717.0,8097.0,11819.943996355572,4418.6437677369295
114,9619.0,14714.0,4453.0,6031.0,5715.0,8106.0,11829.486197995993,4427.156254191219
115,9601.0,14624.0,4444.0,6005.0,5691.0,8073.0,11770.852728273532,4419.434530750101
116,9592.0,14641.0,4432.0,6003.0,5679.0,8069.0,11776.261451080389,4406.1866857427885
117,9584.0,14583.0,4421.0,6003.0,5652.0,8049.0,11740.706633342723,4401.4588189715505
118,9560.0,14532.0,4425.0,5996.0,5623.0,8027.0,11702.423644515917,4395.6190907042155
119,9570.0,14562.0,4445.0,6002.0,5622.0,8040.0,11722.433348570841,4401.693338230181
120,9573.0,14536.0,4452.0,6003.0,5610.0,8035.0,11708.58089153712,4405.391577719427
121,9564.0,14482.0,4457.0,6003.0,5601.0,8021.0,11674.934573397102,4410.874895118208
122,9588.0,14487.0,4459.0,6024.0,5610.0,8034.0,11687.837033402922,4423.874874388062
123,9594.0,14486.0,4453.0,6032.0,5603.0,8034.0,11689.221726060769,4422.506765474767
124,9582.0,14393.0,4441.0,6037.0,5600.0,8011.0,11634.602112079452,4430.747687767136
125,9545.0,14203.0,4415.0,5964.0,5521.0,7930.0,11507.217223858046,4395.577048280672
126,9542.0,14174.0,4416.0,5971.0,5503.0,7921.0,11489.246035052329,4395.513089663966
127,9541.0,14154.0,4414.0,5951.0,5483.0,7909.0,11475.446784499478,4385.218495682522
128,9533.0,14128.0,4398.0,5923.0,5480.0,7892.0,11455.23777857536,4371.485461548318
129,9521.0,14141.0,4394.0,5949.0,5465.0,7894.0,11460.656809955228,4370.05918378437
130,9522.0,14183.0,4399.0,5958.0,5486.0,7910.0,11486.65411616313,4376.133411927273
131,9523.0,14232.0,4399.0,5964.0,5480.0,7920.0,11514.104320504159,4368.892199617803
132,9522.0,14259.0,4379.0,5992.0,5483.0,7927.0,11530.995394003716,4366.167784538751
133,9544.0,14276.0,4392.0,5993.0,5474.0,7936.0,11546.481763790904,4368.735000019765
134,9541.0,14284.0,4379.0,6019.0,5447.0,7934.0,11550.500186644542,4360.8127552961505
135,9530.0,14253.0,4391.0,6015.0,5441.0,7926.0,11529.529270035142,4365.628325982967
136,9504.0,14234.0,4400.0,6024.0,5431.0,7919.0,11512.215254708055,4368.770617534763
137,9523.0,14279.0,4424.0,6055.0,5445.0,7945.0,11545.81048746899,4387.338644762796
138,9555.0,14346.0,4446.0,6093.0,5458.0,7980.0,11597.097989641235,4406.173913710038
139,9535.0,14366.0,4434.0,6103.0,5459.0,7979.0,11602.581248801614,4398.864693714826
140,9494.0,14399.0,4422.0,6125.0,5464.0,7981.0,11612.154054383629,4393.310290703352
141,9487.0,14443.0,4430.0,6141.0,5456.0,7991.0,11635.057226041692,4390.633946616063
142,9476.0,14442.0,4439.0,6142.0,5450.0,7990.0,11631.779917384722,4391.811688138721
143,9451.0,14425.0,4417.0,6135.0,5434.0,7972.0,11612.952824010037,4374.701168837453
144,9430.0,14456.0,4421.0,6142.0,5429.0,7976.0,11625.474080832288,4370.18557414251
145,9490.0,14787.0,4484.0,6302.0,5511.0,8115.0,11847.510008917145,4427.168223738992
146,9469.0,14933.0,4545.0,6360.0,5543.0,8170.0,11931.473753730046,4453.575461228769
147,9458.0,14970.0,4556.0,6383.0,5551.0,8184.0,11952.59510516408,4460.491200428525
148,9440.0,14994.0,4559.0,6386.0,5546.0,8185.0,11960.873514830708,4454.348158578079
149,9446.0,15047.0,4563.0,6408.0,5558.0,8204.0,11994.858091074719,4458.591239271245
150,9475.0,15079.0,4588.0,6446.0,5584.0,8234.0,12026.278084036912,4487.188252826958
151,9460.0,15104.0,4575.0,6462.0,5592.0,8239.0,12039.218397232804,4484.246644098061
152,9468.0,15129.0,4575.0,6483.0,5606.0,8252.0,12057.8584007641,4491.746483713789
153,9488.0,15166.0,4585.0,6498.0,5623.0,8272.0,12086.816850125311,4502.871227357454
154,9470.0,15219.0,4595.0,6509.0,5631.0,8285.0,12113.800669487337,4502.030786345142
155,9471.0,15247.0,4603.0,6529.0,5644.0,8299.0,12132.813475727095,4511.078015879346
156,9470.0,15229.0,4585.0,6503.0,5630.0,8283.0,12118.046214410808,4493.932334128749
157,9451.0,15220.0,4593.0,6514.0,5639.0,8283.0,12109.810403804539,4502.069508710648
158,9478.0,15253.0,4621.0,6562.0,5643.0,8311.0,12141.05423808419,4526.864524148696
159,9480.0,15295.0,4644.0,6599.0,5672.0,8338.0,12171.570815832154,4550.341868144707
160,9511.0,15348.0,4677.0,6628.0,5691.0,8371.0,12214.025214593315,4574.000699800659
161,9518.0,15369.0,4690.0,6642.0,5690.0,8382.0,12229.440521524233,4580.61417412443
162,9517.0,15415.0,4724.0,6680.0,5695.0,8406.0,12259.469159947523,4598.70593383825
163,9528.0,15417.0,4744.0,6711.0,5683.0,8417.0,12266.946527767193,4613.114081544809
164,9522.0,15478.0,4770.0,6748.0,5699.0,8443.0,12304.319860703936,4627.973353645584
165,9512.0,15475.0,4812.0,6776.0,5706.0,8456.0,12304.249805647583,4653.862778645508
166,9488.0,15405.0,4820.0,6783.0,5679.0,8435.0,12258.155084481925,4657.632855697353
167,9499.0,15400.0,4840.0,6804.0,5658.0,8440.0,12259.400498333038,4666.366572806334
168,9472.0,15379.0,4860.0,6805.0,5639.0,8431.0,12240.187997460876,4667.4326661808645
169,9469.0,15356.0,4868.0,6809.0,5645.0,8429.0,12226.912724993383,4676.621095037557
170,9462.0,15334.0,4859.0,6823.0,5640.0,8424.0,12214.742020589987,4678.609527101593
171,9458.0,15323.0,4865.0,6814.0,5647.0,8421.0,12206.119108649908,4681.261488885424
172,9438.0,15291.0,4850.0,6799.0,5629.0,8401.0,12180.086062352466,4667.222280522011
173,9457.0,15323.0,4841.0,6802.0,5615.0,8408.0,12203.291802571532,4658.114235494855
174,9465.0,15339.0,4859.0,6803.0,5602.0,8414.0,12214.024087642954,4659.438626542913
175,9492.0,15337.0,4864.0,6824.0,5608.0,8425.0,12222.20012640893,4673.276964735625
176,9471.0,15351.0,4855.0,6826.0,5611.0,8423.0,12225.206328786835,4666.306620454577
177,9492.0,15368.0,4838.0,6848.0,5625.0,8434.0,12242.853182608469,4670.787568814458
178,9507.0,15355.0,4843.0,6859.0,5630.0,8439.0,12241.361814276315,4682.1529971339605
179,9524.0,15402.0,4830.0,6862.0,5631.0,8450.0,12272.477856923002,4673.277873870889
180,9521.0,15430.0,4843.0,6875.0,5640.0,8462.0,12289.634225819738,4680.183260123416
181,9537.0,15486.0,4853.0,6885.0,5644.0,8481.0,12326.603463697213,4681.4533290454365
182,9507.0,15504.0,4843.0,6892.0,5625.0,8474.0,12328.651082350603,4665.538166705258
183,9544.0,15537.0,4854.0,6890.0,5635.0,8492.0,12357.29755646315,4672.99510218646
184,9568.0,15583.0,4856.0,6925.0,5650.0,8516.0,12393.886778474414,4684.604849241051
185,9549.0,15622.0,4855.0,6921.0,5646.0,8519.0,12411.200851275107,4673.365816114128
186,9544.0,15707.0,4852.0,6947.0,5659.0,8542.0,12461.516368975472,4669.40154162259
187,9606.0,16115.0,4941.0,7067.0,5781.0,8702.0,12729.911915620796,4722.328290639325
188,9619.0,16241.0,4934.0,7092.0,5809.0,8739.0,12809.13360960055,4717.612263930581
189,9658.0,16392.0,4972.0,7147.0,5864.0,8807.0,12915.053050614933,4748.098766402407
190,9675.0,16463.0,5010.0,7196.0,5899.0,8849.0,12967.934360567871,4779.347776244258
191,9673.0,16495.0,5024.0,7221.0,5897.0,8862.0,12988.37274128259,4785.04667908101
192,9667.0,16477.0,5023.0,7208.0,5873.0,8850.0,12974.154200156278,4775.190451962084
193,9686.0,16505.0,5019.0,7221.0,5893.0,8865.0,12997.090919457929,4782.372886002378
194,9660.0,16520.0,5035.0,7239.0,5903.0,8871.0,13001.788431603181,4789.7320677962
195,9657.0,16526.0,5024.0,7239.0,5905.0,8870.0,13004.653717866426,4784.888977167135
196,9651.0,16512.0,5044.0,7266.0,5908.0,8876.0,12998.971472938743,4802.431309921606
197,9676.0,16542.0,5063.0,7280.0,5938.0,8900.0,13026.08174502962,4823.310091673084
198,9710.0,16580.0,5071.0,7327.0,5954.0,8928.0,13061.980003176923,4843.5787200166715
199,9700.0,16590.0,5052.0,7336.0,5958.0,8927.0,13066.588502093737,4837.0132942846285
200,9705.0,16564.0,5056.0,7337.0,5955.0,8923.0,13052.75818501116,4842.749975660163
201,9713.0,16536.0,5044.0,7316.0,5952.0,8912.0,13036.008167628512,4837.407031185099
202,9684.0,16428.0,5034.0,7281.0,5938.0,8873.0,12962.556357357116,4832.422132322914
203,9703.0,16472.0,5030.0,7302.0,5949.0,8891.0,12995.107962355116,4836.0689020472055
204,9751.0,16538.0,5042.0,7329.0,5966.0,8925.0,13048.605966465111,4850.804415394292
205,9768.0,16541.0,5059.0,7340.0,5982.0,8938.0,13057.045763280617,4868.285905677918
206,9766.0,16523.0,5061.0,7340.0,5963.0,8931.0,13045.678440251031,4865.552725615073
207,9774.0,16534.0,5060.0,7358.0,5974.0,8940.0,13056.276764261605,4873.021741835721
208,9781.0,16550.0,5069.0,7374.0,5976.0,8950.0,13069.251728166173,4880.082407526681
209,9778.0,16475.0,5049.0,7348.0,5949.0,8920.0,13021.14264158986,4867.95051243823
210,9780.0,16477.0,5057.0,7361.0,5961.0,8927.0,13024.719386032511,4878.380965712982
211,9790.0,16540.0,5064.0,7385.0,5967.0,8949.0,13066.334254911382,4881.001013919771
212,9783.0,16517.0,5071.0,7366.0,5986.0,8945.0,13050.952394593325,4888.174263958457
213,9781.0,16468.0,5056.0,7332.0,5956.0,8919.0,13016.58834763409,4870.438139073654
214,9749.0,16198.0,5009.0,7309.0,5843.0,8822.0,12846.109425284887,4846.037042552724
215,9532.0,15423.0,4959.0,7180.0,5548.0,8528.0,12322.319578879284,4779.171207907588
216,9528.0,15400.0,4958.0,7210.0,5536.0,8526.0,12311.722106371077,4785.665712954655
217,9546.0,15406.0,4988.0,7233.0,5537.0,8542.0,12323.453001162383,4805.835494852534
218,9547.0,15391.0,5005.0,7264.0,5537.0,8549.0,12319.736607967556,4823.399444789964
219,9549.0,15413.0,4999.0,7294.0,5530.0,8557.0,12336.049139664632,4823.210566551277
220,9558.0,15369.0,5012.0,7302.0,5531.0,8554.0,12314.426500633494,4838.65836636535
221,9568.0,15404.0,5050.0,7348.0,5559.0,8586.0,12344.939127821395,4872.055632650377
222,9568.0,15417.0,5056.0,7384.0,5566.0,8598.0,12357.048944436166,4883.995327521367
223,9576.0,15428.0,5065.0,7382.0,5574.0,8605.0,12365.597292984188,4889.441425060086
224,9613.0,15464.0,5078.0,7449.0,5605.0,8642.0,12405.807615522699,4923.245452294959
225,9629.0,15509.0,5097.0,7466.0,5625.0,8665.0,12438.048020721002,4937.163910894537
226,9641.0,15590.0,5122.0,7490.0,5657.0,8700.0,12491.664911354905,4953.745887397588
227,9612.0,15583.0,5141.0,7494.0,5670.0,8700.0,12481.778682048964,4963.5137144765595
228,9574.0,15568.0,5138.0,7478.0,5666.0,8685.0,12461.729506685204,4953.478319904314
229,9595.0,15621.0,5159.0,7503.0,5677.0,8711.0,12500.74088824025,4966.646867488006
230,9580.0,15706.0,5235.0,7553.0,5693.0,8753.0,12553.21213442969,4998.349224433331
231,9595.0,15771.0,5290.0,7611.0,5703.0,8794.0,12603.249689899574,5030.371712600421
232,9610.0,15872.0,5332.0,7649.0,5716.0,8836.0,12670.729634102861,5047.172829856095
233,9600.0,15905.0,5361.0,7677.0,5704.0,8849.0,12690.403111711483,5053.651570084039
234,9565.0,15870.0,5383.0,7705.0,5673.0,8839.0,12665.629975143489,5058.223679680733
235,9598.0,15915.0,5437.0,7767.0,5677.0,8879.0,12709.377757697883,5094.472586100097
236,9606.0,16081.0,5515.0,7853.0,5698.0,8951.0,12820.357397122507,5127.935686085894
237,9699.0,16708.0,5658.0,8048.0,5824.0,9187.0,13233.937492310286,5188.578767962254
238,9709.0,17019.0,5734.0,8129.0,5869.0,9292.0,13429.856449902534,5203.700504866998
239,9743.0,17133.0,5778.0,8180.0,5867.0,9340.0,13511.053364159547,5218.92527051131
240,9789.0,17326.0,5859.0,8299.0,5911.0,9437.0,13653.397249627538,5271.07624891321
241,9839.0,17519.0,5949.0,8373.0,5937.0,9523.0,13788.940537169578,5308.198608763648
242,9878.0,17754.0,6016.0,8466.0,5984.0,9620.0,13950.578421719974,5341.2384660264615
243,9860.0,17910.0,6093.0,8536.0,5996.0,9679.0,14049.63967858253,5360.705199855805
244,9883.0,18006.0,6171.0,8615.0,6019.0,9739.0,14125.260932350771,5405.2469351945
245,9911.0,18105.0,6250.0,8676.0,6010.0,9790.0,14199.418586011841,5433.438921947572
246,9911.0,18151.0,6302.0,8760.0,6029.0,9831.0,14242.006355319234,5472.773775989493
247,9948.0,18245.0,6363.0,8856.0,6037.0,9890.0,14320.888913826058,5512.153439848081
248,9958.0,18359.0,6432.0,8932.0,6070.0,9950.0,14403.726368634098,5549.637693630697
249,9977.0,18459.0,6498.0,9006.0,6087.0,10005.0,14479.78878458712,5583.851628266966
250,10001.0,18609.0,6605.0,9084.0,6127.0,10085.0,14589.304537513719,5634.66527318042
251,10010.0,18681.0,6653.0,9131.0,6129.0,10121.0,14642.705625830442,5653.424392381064
252,10015.0,18725.0,6714.0,9191.0,6128.0,10155.0,14681.610328564484,5682.554331450573
253,9998.0,18835.0,6796.0,9281.0,6153.0,10213.0,14760.817527855164,5719.601119763858
254,9993.0,18904.0,6838.0,9337.0,6157.0,10246.0,14810.770286297731,5735.875494959589
255,9987.0,18936.0,6888.0,9348.0,6163.0,10264.0,14832.039958961246,5750.717274743455
256,10014.0,19006.0,6927.0,9403.0,6181.0,10306.0,14889.09805335503,5777.815426307577
257,10048.0,19083.0,6961.0,9457.0,6186.0,10347.0,14950.870415205016,5798.267746472022
258,10052.0,19097.0,6970.0,9512.0,6184.0,10363.0,14969.086581904427,5812.078121648632
259,10057.0,19143.0,7009.0,9538.0,6184.0,10386.0,15002.780844556808,5824.536036381702
260,10085.0,19202.0,7073.0,9602.0,6186.0,10430.0,15056.739182909132,5858.624668354246
261,10090.0,19206.0,7097.0,9629.0,6178.0,10440.0,15065.219346149974,5870.17450057028
262,10105.0,19190.0,7114.0,9659.0,6183.0,10450.0,15064.509526121565,5890.780152417084
263,10141.0,19237.0,7149.0,9713.0,6206.0,10489.0,15109.616253993256,5923.746561649741
264,10180.0,19276.0,7179.0,9765.0,6209.0,10522.0,15150.17775875848,5949.227420825998
265,10195.0,19292.0,7195.0,9788.0,6212.0,10536.0,15166.390422703756,5961.1135500994615
266,10157.0,19001.0,7146.0,9653.0,6132.0,10418.0,14965.461156147094,5924.977322658757
267,10181.0,18946.0,7138.0,9685.0,6121.0,10414.0,14942.637296877137,5939.6239346234615
268,10222.0,18972.0,7148.0,9716.0,6130.0,10438.0,14971.873825622704,5958.377825521596
269,10244.0,18963.0,7177.0,9722.0,6129.0,10447.0,14973.082500352815,5975.124035922369
270,10240.0,18974.0,7183.0,9751.0,6129.0,10455.0,14983.475711171108,5980.807682100453
271,10232.0,18991.0,7186.0,9747.0,6095.0,10450.0,14991.148199152574,5963.262868919209
272,10224.0,18998.0,7210.0,9745.0,6072.0,10450.0,14994.90679405713,5959.501092482177
273,10220.0,18972.0,7212.0,9751.0,6072.0,10445.0,14979.697505530734,5964.660402938247
274,10264.0,19017.0,7242.0,9775.0,6067.0,10473.0,15020.15335127374,5980.305539624833
275,10289.0,19010.0,7251.0,9795.0,6083.0,10486.0,15025.30609968822,6001.0106109792705
276,10288.0,18982.0,7282.0,9810.0,6081.0,10489.0,15013.329858295776,6018.8074897120905
277,10283.0,18977.0,7286.0,9822.0,6068.0,10487.0,15011.111025015485,6017.095997680578
278,10311.0,18982.0,7297.0,9818.0,6076.0,10497.0,15019.744804503862,6028.397659410269
279,10303.0,18948.0,7258.0,9780.0,6059.0,10470.0,14990.05171061866,6004.034400237933
280,10296.0,18907.0,7242.0,9774.0,6046.0,10453.0,14962.72229743695,5997.288301196189
281,10281.0,18872.0,7250.0,9766.0,6029.0,10440.0,14939.137724794236,5994.697910123598
282,10271.0,18859.0,7246.0,9761.0,6022.0,10432.0,14928.42495396806,5989.402290781868
283,10269.0,18830.0,7237.0,9754.0,6024.0,10423.0,14909.662965575491,5990.047364915443
284,10272.0,18862.0,7223.0,9739.0,6023.0,10424.0,14925.274815723504,5976.610513298864
285,10283.0,18828.0,7203.0,9706.0,6011.0,10406.0,14900.673443829559,5965.181020263449
286,10297.0,18793.0,7186.0,9694.0,5987.0,10391.0,14879.997423330366,5955.813159005462
