,JW27-LB_NMN,JW29-R_NMN,JW30-LF_NMN,Mean,Std_dev_upper,Std_dev_lower
124,6813.0,6836.0,6372.0,6674.0,6887.517173392056,6465.837879564975
125,6831.0,6839.0,6361.0,6677.0,6900.469610163589,6459.188766742086
126,6861.0,6856.0,6379.0,6699.0,6925.047745693987,6478.624589753675
127,6852.0,6873.0,6388.0,6704.0,6927.845743016629,6485.873434082339
128,6841.0,6864.0,6380.0,6695.0,6917.936463295412,6477.708414030057
129,6862.0,6866.0,6385.0,6704.0,6929.80873174732,6483.960149533109
130,6881.0,6890.0,6404.0,6725.0,6952.011012948711,6503.737034278214
131,6887.0,6877.0,6406.0,6723.0,6947.425748671285,6504.308114557339
132,6893.0,6890.0,6415.0,6733.0,6957.627654872087,6514.008722931359
133,6931.0,6886.0,6427.0,6748.0,6975.72351657218,6526.0425716494265
134,6937.0,6860.0,6425.0,6741.0,6966.412769528851,6521.243487900162
135,6932.0,6866.0,6425.0,6741.0,6966.064435218006,6521.634323559952
136,6920.0,6850.0,6433.0,6734.0,6948.982751246079,6524.51200895626
137,6951.0,6864.0,6441.0,6752.0,6974.759960495597,6534.880447679165
138,6976.0,6859.0,6459.0,6765.0,6986.3539774509,6549.199508655768
139,6964.0,6859.0,6456.0,6760.0,6978.961754651355,6546.531158771438
140,6971.0,6876.0,6456.0,6768.0,6991.768295341409,6549.846322906227
141,6993.0,6874.0,6453.0,6773.0,7004.661210966935,6547.2558589636565
142,6985.0,6892.0,6431.0,6769.0,7011.231810462623,6532.952913979109
143,6956.0,6868.0,6408.0,6744.0,6984.288715229548,6509.795530927923
144,6939.0,6852.0,6407.0,6733.0,6966.004112982297,6505.84436228737
145,6982.0,6860.0,6411.0,6751.0,6996.521214290469,6511.695521702302
146,6988.0,6849.0,6415.0,6751.0,6995.041492373735,6513.086456566178
147,6983.0,6855.0,6417.0,6752.0,6994.345999210495,6515.739018738625
148,6967.0,6845.0,6400.0,6737.0,6980.675159450719,6499.546111527477
149,6991.0,6854.0,6410.0,6752.0,6999.98437450775,6510.243410767254
150,7014.0,6864.0,6411.0,6763.0,7019.324013701409,6513.166255281637
151,6991.0,6853.0,6413.0,6752.0,6998.470248373578,6511.8217960725215
152,7000.0,6850.0,6422.0,6757.0,7001.896406670249,6518.3557870818295
153,7003.0,6868.0,6423.0,6765.0,7012.801499860944,6523.4216549095245
154,7037.0,6896.0,6445.0,6793.0,7045.486798334751,6546.854991221638
155,7041.0,6896.0,6458.0,6798.0,7045.825711606632,6556.500654047457
156,7014.0,6869.0,6448.0,6777.0,7017.051383388362,6543.026853392674
157,7042.0,6848.0,6426.0,6772.0,7029.158835482405,6521.3525716602435
158,7074.0,6870.0,6425.0,6790.0,7060.974014744342,6525.835882953782
159,7103.0,6901.0,6430.0,6811.0,7092.972073085261,6536.218900226578
160,7116.0,6918.0,6445.0,6826.0,7107.498815864887,6551.680174276302
161,7116.0,6917.0,6455.0,6829.0,7105.880690310225,6559.181365980216
162,7137.0,6934.0,6438.0,6836.0,7129.603332179093,6549.8821519022
163,7127.0,6940.0,6452.0,6840.0,7124.5538906194515,6562.59985810675
164,7126.0,6947.0,6460.0,6844.0,7125.418282988153,6569.758668009906
165,7125.0,6943.0,6462.0,6843.0,7122.693135418086,6570.440133756897
166,7152.0,6947.0,6466.0,6855.0,7142.514637308549,6574.765395903123
167,7171.0,6953.0,6475.0,6866.0,7156.674359607678,6582.7369610579135
168,7158.0,6959.0,6461.0,6859.0,7152.146578807713,6573.3273399930395
169,7151.0,6953.0,6456.0,6853.0,7145.3540946637595,6568.099757943474
170,7150.0,6954.0,6466.0,6857.0,7144.598533839564,6576.632307163045
171,7132.0,6936.0,6474.0,6847.0,7122.847028864429,6578.188854465109
172,7129.0,6917.0,6466.0,6837.0,7113.468654039959,6567.582969231845
173,7125.0,6906.0,6460.0,6830.0,7106.707276136112,6560.350389197908
174,7132.0,6891.0,6455.0,6826.0,7106.179704237596,6552.914604320676
175,7152.0,6907.0,6458.0,6839.0,7126.375480280881,6558.9010293961555
176,7142.0,6906.0,6460.0,6836.0,7118.790853223131,6560.369571104108
177,7130.0,6903.0,6450.0,6828.0,7110.673398111672,6552.4327353624685
178,7139.0,6926.0,6453.0,6839.0,7125.684931588669,6559.625374260938
179,7141.0,6934.0,6461.0,6845.0,7129.600743732924,6567.656789172164
180,7147.0,6938.0,6473.0,6853.0,7134.6976807382935,6578.383746958159
181,7173.0,6940.0,6498.0,6870.0,7149.936153435029,6597.203269109294
182,7147.0,6928.0,6488.0,6854.0,7128.032084496202,6586.9578432939525
183,7156.0,6926.0,6505.0,6862.0,7131.55565288081,6599.320928822428
184,7177.0,6917.0,6499.0,6864.0,7143.286441967143,6591.836529473302
185,7171.0,6908.0,6505.0,6861.0,7134.888511381304,6594.0977810467
186,7176.0,6916.0,6527.0,6873.0,7139.692082122186,6613.060712216615
187,7239.0,6911.0,6545.0,6898.0,7181.465900359579,6621.762897598282
188,7245.0,6907.0,6530.0,6894.0,7186.042234388567,6609.352440141614
189,7261.0,6931.0,6537.0,6910.0,7205.9565001820365,6621.485969751871
190,7281.0,6940.0,6551.0,6924.0,7222.235924507204,6633.315577759431
191,7300.0,6916.0,6553.0,6923.0,7228.001639339856,6625.721174652483
192,7305.0,6902.0,6556.0,6921.0,7227.072976047652,6622.676964795989
193,7313.0,6898.0,6573.0,6928.0,7230.8475964353465,6632.820675972497
194,7325.0,6873.0,6579.0,6926.0,7232.821745209386,6626.89583947864
195,7316.0,6851.0,6579.0,6915.0,7219.298510238439,6618.457782405872
196,7316.0,6870.0,6578.0,6921.0,7224.465950863245,6625.2692608612015
197,7358.0,6889.0,6621.0,6956.0,7260.586057899351,6659.126233335895
198,7381.0,6890.0,6622.0,6964.0,7278.286891231563,6657.722313397014
199,7376.0,6851.0,6621.0,6949.0,7264.972968253088,6641.078928885164
200,7392.0,6858.0,6631.0,6960.0,7278.992554772051,6649.135800156205
201,7377.0,6847.0,6630.0,6951.0,7264.758266823362,6645.237552709104
202,7366.0,6833.0,6625.0,6941.0,7253.0602238884885,6636.892600148767
203,7372.0,6853.0,6625.0,6950.0,7262.579589864726,6645.335102120379
204,7399.0,6865.0,6651.0,6972.0,7286.546631413107,6665.3665521672365
205,7412.0,6870.0,6661.0,6981.0,7297.481700366177,6672.531795263542
206,7426.0,6896.0,6663.0,6995.0,7314.262692256184,6683.821219660895
207,7456.0,6877.0,6659.0,6997.0,7333.31569990115,6669.251287676046
208,7471.0,6894.0,6669.0,7011.0,7348.763600762427,6681.840048547938
209,7482.0,6896.0,6674.0,7017.0,7357.839527246083,6684.842006397645
210,7501.0,6899.0,6697.0,7032.0,7373.503904321264,6699.19445175463
211,7536.0,6943.0,6721.0,7067.0,7411.021680518345,6731.637829352527
212,7556.0,6945.0,6733.0,7078.0,7426.902087506892,6737.932310659578
213,7566.0,6972.0,6726.0,7088.0,7440.601758362037,6744.326317562721
214,7586.0,6993.0,6756.0,7112.0,7461.081055534862,6771.706560785812
215,7582.0,7020.0,6733.0,7112.0,7464.6115662689845,6768.265444725206
216,7625.0,7061.0,6750.0,7145.0,7507.160530704272,6792.0608636791185
217,7658.0,7102.0,6782.0,7181.0,7542.925752054202,6828.187099760787
218,7670.0,7099.0,6793.0,7187.0,7550.441306586543,6832.812517815764
219,7687.0,7114.0,6793.0,7198.0,7567.77560763252,6837.587319867905
220,7711.0,7115.0,6773.0,7200.0,7587.58859202338,6822.17405833832
221,7760.0,7119.0,6801.0,7227.0,7625.843641042452,6838.203993893836
222,7790.0,7133.0,6807.0,7243.0,7651.821375011957,6844.581499932757
223,7804.0,7136.0,6808.0,7249.0,7663.437269076998,6845.107803649176
224,7839.0,7130.0,6840.0,7270.0,7689.627116219468,6860.946768690241
225,7881.0,7147.0,6860.0,7296.0,7725.931002216247,6876.955093894063
226,7896.0,7119.0,6845.0,7287.0,7732.147447482292,6853.072627338689
227,7879.0,7122.0,6817.0,7273.0,7719.457444780574,6837.795799946189
228,7831.0,7104.0,6782.0,7239.0,7677.762654138506,6811.347064392943
229,7866.0,7094.0,6788.0,7249.0,7702.591133805177,6806.945337972833
230,7904.0,7100.0,6797.0,7267.0,7734.1038428443935,6811.723490612573
231,7936.0,7109.0,6797.0,7281.0,7761.577690562792,6812.539498887698
232,7952.0,7108.0,6786.0,7282.0,7773.661129912328,6802.788007940814
233,7937.0,7092.0,6781.0,7270.0,7758.430820758341,6793.936523840221
234,7923.0,7042.0,6752.0,7239.0,7736.940424816731,6753.667708334451
235,7920.0,7035.0,6735.0,7230.0,7733.040753816229,6739.696522549554
236,7902.0,7015.0,6710.0,7209.0,7714.597336490875,6716.204673994027
237,7922.0,7016.0,6701.0,7213.0,7730.569319028862,6708.535828824286
238,7923.0,6987.0,6681.0,7197.0,7725.340799106031,6682.037088714148
239,7934.0,6976.0,6668.0,7193.0,7732.071655719348,6667.526635151151
240,7989.0,6965.0,6680.0,7211.0,7773.067833984475,6663.21533134214
241,8030.0,6959.0,6704.0,7231.0,7805.4893384563375,6671.057056478073
242,8055.0,6940.0,6695.0,7230.0,7821.8755499821455,6653.111073660333
243,8085.0,6932.0,6680.0,7232.0,7843.6406216071655,6635.897755466532
244,8121.0,6944.0,6690.0,7252.0,7875.3962757882555,6644.337163419621
245,8148.0,6970.0,6699.0,7272.0,7900.996224154009,6658.981606819514
246,8170.0,6965.0,6712.0,7282.0,7918.116538065156,6662.041583373374
247,8201.0,6976.0,6715.0,7297.0,7944.811893993928,6665.642360614365
248,8243.0,6983.0,6710.0,7312.0,7979.684057020983,6661.222080890877
249,8282.0,7008.0,6715.0,7335.0,8015.229863110013,6671.993941706915
250,8341.0,7037.0,6746.0,7375.0,8068.551428037845,6698.958380120373
251,8353.0,7013.0,6722.0,7363.0,8073.277117281229,6670.656194959185
252,8353.0,7021.0,6707.0,7360.0,8073.530833251094,6664.587462784373
253,8390.0,7022.0,6707.0,7373.0,8103.535420085844,6660.962149882465
254,8358.0,7001.0,6676.0,7345.0,8073.48381359277,6634.961808538912
255,8344.0,6994.0,6674.0,7337.0,8060.7095987572175,6631.6664294769525
256,8389.0,7020.0,6702.0,7370.0,8101.91182301331,6656.671890255941
257,8458.0,7055.0,6710.0,7408.0,8163.934906809663,6671.154486912387
258,8476.0,7072.0,6735.0,7428.0,8181.942692340295,6693.096257367061
259,8510.0,7107.0,6746.0,7454.0,8214.87860398358,6712.438564824463
260,8572.0,7138.0,6771.0,7494.0,8271.07759157843,6736.54714706074
261,8593.0,7147.0,6787.0,7509.0,8289.466527148987,6748.295326687156
262,8623.0,7180.0,6805.0,7536.0,8319.723165409827,6772.121148348771
263,8675.0,7174.0,6829.0,7559.0,8360.369816834484,6777.972612717721
264,8711.0,7220.0,6840.0,7590.0,8397.473580579162,6803.02339977061
265,8758.0,7241.0,6853.0,7617.0,8438.97987607159,6815.884411994295
266,8750.0,7243.0,6860.0,7618.0,8433.804868417279,6822.800467081684
267,8790.0,7267.0,6891.0,7649.0,8470.049886831894,6848.790853373538
268,8827.0,7284.0,6908.0,7673.0,8503.313595376268,6863.710414416859
269,8864.0,7312.0,6905.0,7694.0,8538.06649619565,6871.254439908898
270,8893.0,7338.0,6909.0,7713.0,8565.338107795258,6882.29486808542
271,8909.0,7337.0,6909.0,7718.0,8577.868739983029,6879.954915815383
272,8926.0,7352.0,6917.0,7732.0,8594.991067933692,6890.809049160976
273,8950.0,7375.0,6924.0,7750.0,8618.5046056297,6903.435117394678
274,9035.0,7373.0,6967.0,7792.0,8686.657243492351,6919.944679282893
275,9057.0,7381.0,6987.0,7808.0,8705.472515828014,6933.303289087155
276,9066.0,7394.0,6999.0,7820.0,8715.922755226886,6946.711211029141
277,9077.0,7401.0,7009.0,7829.0,8725.862679938611,6954.846390310414
278,9084.0,7422.0,7026.0,7844.0,8735.591834866156,6974.98377460487
279,9085.0,7421.0,7009.0,7838.0,8735.429430837508,6963.345283141065
280,9091.0,7417.0,7008.0,7839.0,8740.137938016891,6960.628079649361
281,9089.0,7413.0,6990.0,7831.0,8737.3790138053,6947.519710896325
282,9093.0,7428.0,6988.0,7836.0,8742.571701521727,6952.434499977592
283,9100.0,7427.0,6998.0,7842.0,8748.848894064864,6958.061728273552
284,9115.0,7447.0,7012.0,7858.0,8764.400573697965,6974.5500014149075
285,9137.0,7457.0,7018.0,7871.0,8784.19234009052,6980.878901927379
286,9149.0,7469.0,7026.0,7881.0,8795.438397779388,6989.766992965987
287,9147.0,7480.0,7031.0,7886.0,8796.308006482788,6998.741507037925
288,9164.0,7493.0,7043.0,7900.0,8812.468081633544,7010.636126211549
289,9227.0,7507.0,7072.0,7935.0,8865.45092114881,7028.159915838951
290,9254.0,7523.0,7110.0,7962.0,8890.778543751596,7056.789947684908
291,9284.0,7537.0,7117.0,7979.0,8917.337670209043,7064.472863770765
292,9312.0,7576.0,7126.0,8005.0,8947.502122013526,7086.31126043028
293,9335.0,7591.0,7135.0,8020.0,8968.06658521435,7095.990290450648
294,9343.0,7609.0,7152.0,8035.0,8978.756456931555,7115.088685988865
295,9350.0,7643.0,7169.0,8054.0,8990.61838546977,7141.097321725914
296,9328.0,7634.0,7158.0,8040.0,8971.25435122026,7132.325535594763
297,9341.0,7643.0,7166.0,8050.0,8983.414163166597,7140.220411308322
298,9368.0,7644.0,7184.0,8065.0,9005.072825193169,7148.781643902059
299,9381.0,7638.0,7195.0,8071.0,9014.568536638082,7151.374445867775
300,9379.0,7652.0,7223.0,8085.0,9016.83846060713,7176.704911837902
301,9385.0,7644.0,7224.0,8084.0,9019.557008774274,7172.183117269451
302,9390.0,7639.0,7210.0,8080.0,9022.952941561773,7160.871855890509
303,9417.0,7641.0,7199.0,8086.0,9044.53268940953,7151.686596156153
304,9413.0,7655.0,7211.0,8093.0,9043.818594685654,7166.256669837867
305,9413.0,7661.0,7231.0,8102.0,9045.723608902521,7182.120702287039
306,9406.0,7660.0,7229.0,8098.0,9039.252490036546,7180.6318488463885
307,9407.0,7645.0,7224.0,8092.0,9037.596460794279,7170.346576345895
308,9369.0,7636.0,7206.0,8070.0,9004.92472959057,7158.799386782997
309,9388.0,7625.0,7207.0,8073.0,9018.142802261471,7151.840041549185
310,9399.0,7625.0,7209.0,8078.0,9027.633394175527,7152.360556152622
311,9412.0,7626.0,7212.0,8083.0,9037.590793656283,7152.631278692528
312,9418.0,7651.0,7219.0,8096.0,9047.286497328749,7168.800614754302
313,9418.0,7654.0,7213.0,8095.0,9047.668882665956,7166.453232195599
314,9388.0,7658.0,7199.0,8082.0,9024.532183358566,7163.281960255667
315,9396.0,7677.0,7211.0,8095.0,9034.641908743255,7179.099051466695
316,9421.0,7712.0,7197.0,8110.0,9060.560185715069,7183.508535747181
317,9427.0,7692.0,7186.0,8102.0,9061.649371732545,7166.598188867209
318,9410.0,7672.0,7152.0,8078.0,9043.494001362342,7136.952852757455
319,9398.0,7644.0,7141.0,8061.0,9028.446467080565,7118.049824575373
320,9401.0,7682.0,7152.0,8078.0,9037.96887970392,7142.389368854741
321,9421.0,7690.0,7187.0,8099.0,9055.854003144332,7166.42537496115
322,9419.0,7673.0,7184.0,8092.0,9051.332059299593,7156.958770962478
323,9424.0,7652.0,7175.0,8084.0,9051.557879405671,7140.88992912389
324,9437.0,7653.0,7189.0,8093.0,9062.046266525322,7148.490532957275
325,9431.0,7661.0,7192.0,8095.0,9059.133592057311,7155.227511561509
326,9446.0,7652.0,7183.0,8094.0,9069.224546792515,7143.417386132056
327,9463.0,7630.0,7176.0,8090.0,9078.622737279831,7126.358445475154
328,9451.0,7645.0,7187.0,8094.0,9071.36017755312,7141.438428596041
329,9450.0,7663.0,7183.0,8099.0,9074.423455052556,7148.223514342704
330,9479.0,7673.0,7202.0,8118.0,9099.393906645033,7161.455542068222
331,9491.0,7690.0,7205.0,8129.0,9112.453227154194,7170.39706065404
332,9482.0,7663.0,7203.0,8116.0,9099.99424117556,7156.921049478547
333,9483.0,7663.0,7190.0,8112.0,9100.488071079599,7148.541005889025
334,9476.0,7638.0,7200.0,8105.0,9091.028185871648,7143.887301360942
335,9465.0,7624.0,7199.0,8096.0,9079.45547264056,7137.4461760895565
336,9442.0,7593.0,7196.0,8077.0,9055.713781790502,7123.067804645774
337,9426.0,7587.0,7197.0,8070.0,9041.96604878977,7122.644681230954
338,9423.0,7578.0,7191.0,8064.0,9037.859332758073,7114.799336283418
339,9416.0,7601.0,7187.0,8068.0,9036.048552501372,7124.462984297913
340,9402.0,7591.0,7174.0,8056.0,9023.103019331447,7113.3332718813435
341,9390.0,7579.0,7174.0,8048.0,9011.466095234631,7108.87810698352
342,9326.0,7560.0,7139.0,8008.0,8955.450746301181,7084.590535970796
343,9292.0,7548.0,7122.0,7987.0,8925.788359180777,7072.033586501259
344,9285.0,7558.0,7131.0,7991.0,8922.22227028066,7083.408097707838
345,9235.0,7553.0,7098.0,7962.0,8881.112978184221,7066.159482199351
346,9202.0,7541.0,7074.0,7939.0,8852.199138559967,7048.923580059929
347,9184.0,7560.0,7076.0,7940.0,8841.560129257427,7061.267883064848
348,9180.0,7529.0,7085.0,7931.0,8832.354674919923,7052.519428483186
349,9179.0,7521.0,7075.0,7925.0,8830.213050428829,7042.7074559233015
350,9137.0,7509.0,7060.0,7902.0,8794.307495579113,7032.286234825886
351,9085.0,7512.0,7026.0,7874.0,8752.762150224204,7017.5398975326925
352,9039.0,7517.0,6995.0,7850.0,8717.109133846485,7004.8978528682965
353,9030.0,7506.0,6999.0,7845.0,8708.107177585727,7003.747184254341
354,9025.0,7507.0,6995.0,7842.0,8703.998211521734,7001.87936371484
355,8998.0,7526.0,6999.0,7841.0,8686.938926085486,7016.480725917621
356,8990.0,7532.0,7008.0,7843.0,8681.561218198569,7025.722918948834
357,8957.0,7537.0,7008.0,7834.0,8656.92445987871,7031.912452824921
358,8921.0,7516.0,6986.0,7808.0,8624.438760716319,7012.18262529895
359,8943.0,7503.0,7014.0,7820.0,8638.790571513864,7021.941668798577
360,8927.0,7476.0,6990.0,7798.0,8620.838329604709,6995.945097162112
361,8837.0,7438.0,6952.0,7742.0,8541.070449543302,6963.2137587105735
362,8795.0,7421.0,6931.0,7716.0,8504.98473791745,6946.941496499047
363,8748.0,7387.0,6892.0,7676.0,8460.72091641976,6911.097355590285
