,YM13-MS_NT,YM14-MS_NT,YM3-MS_NT,YM5-MS_NT,YM7-MS_NT,Mean,Std_dev_upper,Std_dev_lower
120,15486.0,13565.0,14605.0,9305.0,11693.0,12931.0,15140.650507810378,10747.789228261801
121,15292.0,13439.0,14510.0,9295.0,11633.0,12834.0,14987.308469928697,10706.456486836678
122,15304.0,13459.0,14504.0,9339.0,11623.0,12846.0,14988.954728095456,10728.686227284697
123,15332.0,13500.0,14559.0,9377.0,11649.0,12883.0,15027.856980469016,10763.879049205285
124,15263.0,13423.0,14548.0,9350.0,11584.0,12834.0,14973.416431335112,10720.158047165094
125,15099.0,13363.0,14530.0,9366.0,11488.0,12769.0,14871.580644509662,10691.624967722195
126,15080.0,13394.0,14580.0,9437.0,11528.0,12804.0,14884.736255911994,10748.159541160194
127,15014.0,13307.0,14584.0,9453.0,11465.0,12765.0,14829.939192002192,10724.74331121951
128,15004.0,13303.0,14581.0,9475.0,11481.0,12769.0,14821.954204717355,10740.608861164843
129,15017.0,13334.0,14635.0,9523.0,11501.0,12802.0,14851.076865322528,10777.46386265185
130,15082.0,13402.0,14666.0,9599.0,11529.0,12856.0,14900.420178599954,10836.016579036008
131,15059.0,13315.0,14653.0,9566.0,11527.0,12824.0,14867.444151426704,10805.029116462689
132,15056.0,13379.0,14650.0,9613.0,11530.0,12846.0,14876.110801573812,10840.154580071592
133,15070.0,13373.0,14673.0,9645.0,11509.0,12854.0,14883.555813472494,10848.751121015981
134,15038.0,13302.0,14649.0,9630.0,11502.0,12824.0,14844.407128938785,10827.814333799022
135,15041.0,13307.0,14631.0,9653.0,11487.0,12824.0,14836.781003156246,10835.300929166637
136,14956.0,13294.0,14623.0,9719.0,11455.0,12809.0,14784.694578285487,10857.015480998603
137,14913.0,13268.0,14587.0,9764.0,11466.0,12800.0,14742.885139854301,10880.335585251574
138,14877.0,13251.0,14582.0,9807.0,11467.0,12797.0,14716.778155586386,10900.189929956894
139,14884.0,13274.0,14542.0,9867.0,11473.0,12808.0,14703.54182227668,10935.160096334472
140,14906.0,13299.0,14518.0,9867.0,11462.0,12810.0,14708.83929458674,10933.950308793314
141,14905.0,13311.0,14549.0,9913.0,11469.0,12829.0,14718.61135333874,10962.067731770425
142,14976.0,13356.0,14597.0,9973.0,11497.0,12880.0,14773.738040666307,11008.918175950701
143,14977.0,13333.0,14565.0,9958.0,11464.0,12859.0,14755.463093937413,10985.298050918702
144,14856.0,13243.0,14529.0,9935.0,11451.0,12803.0,14670.662326724685,10957.681594614725
145,15213.0,13407.0,14772.0,10235.0,11722.0,13070.0,14938.536905353134,11223.817490360107
146,15332.0,13508.0,14855.0,10413.0,11849.0,13191.0,15033.363337310713,11370.749882789189
147,15307.0,13514.0,14836.0,10423.0,11840.0,13184.0,15015.643524269939,11374.293117656895
148,15266.0,13511.0,14803.0,10439.0,11864.0,13177.0,14984.759128497673,11390.84326237993
149,15341.0,13538.0,14853.0,10503.0,11921.0,13231.0,15038.501968648075,11445.169639608304
150,15440.0,13594.0,14929.0,10579.0,11987.0,13306.0,15119.687891194808,11514.009606372858
151,15515.0,13619.0,14949.0,10620.0,12025.0,13346.0,15163.95573836842,11549.768772024037
152,15508.0,13616.0,14963.0,10637.0,12027.0,13350.0,15163.294616620991,11558.446367170669
153,15543.0,13628.0,14977.0,10663.0,12049.0,13372.0,15185.494527149172,11580.224753677701
154,15568.0,13663.0,14995.0,10698.0,12103.0,13405.0,15210.341260445422,11621.32856541721
155,15631.0,13721.0,15040.0,10737.0,12153.0,13456.0,15267.114316288917,11666.624650473332
156,15611.0,13720.0,15028.0,10736.0,12159.0,13451.0,15254.628500181418,11668.94852128629
157,15636.0,13718.0,15033.0,10767.0,12165.0,13464.0,15264.281690921358,11685.255247550613
158,15658.0,13725.0,15070.0,10772.0,12198.0,13485.0,15291.017238751243,11700.564290415094
159,15723.0,13782.0,15137.0,10856.0,12273.0,13554.0,15353.033008776289,11776.537171147604
160,15662.0,13765.0,15117.0,10898.0,12275.0,13543.0,15310.52761411715,11796.689337287487
161,15672.0,13770.0,15134.0,10908.0,12314.0,13560.0,15324.524827444111,11816.55976860124
162,15675.0,13751.0,15109.0,10931.0,12315.0,13556.0,15309.3226076985,11823.700122498962
163,15584.0,13722.0,15048.0,10950.0,12310.0,13523.0,15237.913690733929,11828.600839548822
164,15520.0,13714.0,15042.0,10951.0,12296.0,13505.0,15205.051254129317,11825.261175311156
165,15598.0,13773.0,15100.0,11006.0,12349.0,13565.0,15271.441609509879,11879.019651326318
166,15504.0,13703.0,15055.0,10993.0,12272.0,13505.0,15194.268322874334,11836.011357518826
167,15504.0,13709.0,15053.0,11038.0,12275.0,13516.0,15191.250836939551,11860.788671946677
168,15453.0,13680.0,15001.0,11080.0,12246.0,13492.0,15136.883339328355,11866.816572989814
169,15292.0,13610.0,14888.0,11081.0,12190.0,13412.0,15004.421102179529,11838.674594265869
170,15238.0,13570.0,14863.0,11091.0,12171.0,13387.0,14961.073526448707,11831.730132940436
171,15564.0,13771.0,15090.0,11335.0,12348.0,13622.0,15222.127078286805,12040.988611014236
172,15599.0,13824.0,15138.0,11401.0,12424.0,13677.0,15264.475910578383,12108.560559875648
173,15465.0,13736.0,15073.0,11358.0,12375.0,13601.0,15162.642041783798,12058.109124682216
174,15244.0,13622.0,14928.0,11303.0,12250.0,13469.0,14984.271020862825,11971.924783866916
175,15212.0,13588.0,14926.0,11275.0,12228.0,13446.0,14964.294097553786,11945.865621985855
176,15196.0,13520.0,14932.0,11278.0,12218.0,13429.0,14944.447183727189,11931.678439803996
177,15092.0,13465.0,14898.0,11243.0,12178.0,13375.0,14875.26336576838,11892.728605329385
178,15024.0,13432.0,14843.0,11256.0,12157.0,13342.0,14814.80992211034,11886.877347991458
179,14965.0,13427.0,14828.0,11239.0,12149.0,13322.0,14784.417678594822,11877.048736439658
180,15015.0,13442.0,14868.0,11253.0,12182.0,13352.0,14824.862926412367,11896.776786881133
181,15071.0,13447.0,14902.0,11298.0,12230.0,13390.0,14862.223986581752,11935.359873534855
182,15096.0,13402.0,14918.0,11312.0,12297.0,13405.0,14871.763239244834,11955.803421267658
183,15146.0,13469.0,14961.0,11373.0,12350.0,13460.0,14921.73505351232,12015.74728772721
184,15255.0,13497.0,15027.0,11437.0,12413.0,13526.0,14998.81857900648,12070.796503862628
185,15306.0,13501.0,15030.0,11474.0,12461.0,13554.0,15021.78318108182,12103.843886340937
186,15442.0,13563.0,15100.0,11560.0,12590.0,13651.0,15121.58002162412,12198.032350505975
187,15783.0,13697.0,15277.0,11869.0,12892.0,13904.0,15361.668503695772,12463.74103292552
188,15710.0,13673.0,15213.0,11914.0,12964.0,13895.0,15300.115997584067,12506.688246620626
189,15870.0,13745.0,15275.0,12031.0,13100.0,14004.0,15409.305862318473,12615.548852066795
190,15845.0,13757.0,15287.0,12088.0,13170.0,14029.0,15404.48284855416,12670.038785474047
191,15769.0,13731.0,15224.0,12082.0,13140.0,13989.0,15339.380600670294,12654.816302370991
192,15722.0,13694.0,15183.0,12056.0,13086.0,13948.0,15294.070193811105,12618.07508572483
193,15737.0,13668.0,15133.0,12122.0,13158.0,13964.0,15278.557365300832,12665.138203130093
194,15759.0,13699.0,15147.0,12164.0,13200.0,13994.0,15298.683473746283,12704.917942257365
195,15701.0,13691.0,15127.0,12166.0,13210.0,13979.0,15263.092052775033,12710.28684993697
196,15670.0,13662.0,15120.0,12189.0,13259.0,13980.0,15243.67290071442,12731.461452432522
197,15701.0,13699.0,15169.0,12236.0,13301.0,14021.0,15281.842007020176,12775.282538760188
198,15685.0,13688.0,15163.0,12304.0,13358.0,14040.0,15270.43710390522,12824.250999545904
199,15700.0,13717.0,15175.0,12348.0,13383.0,14065.0,15284.806651345478,12859.754136655241
200,15604.0,13682.0,15133.0,12354.0,13343.0,14023.0,15214.293652575496,12845.997948653578
201,15658.0,13698.0,15125.0,12369.0,13352.0,14040.0,15238.140002949016,12856.257687308229
202,15644.0,13725.0,15095.0,12400.0,13379.0,14049.0,15224.688507499613,12887.343900225384
203,15661.0,13726.0,15089.0,12437.0,13399.0,14062.0,15228.586416287566,12909.43337291716
204,15650.0,13708.0,15080.0,12446.0,13430.0,14063.0,15220.08779557416,12919.745943582935
205,15628.0,13760.0,15093.0,12475.0,13432.0,14078.0,15219.995913594557,12949.632975283324
206,15567.0,13749.0,15074.0,12485.0,13400.0,14055.0,15178.571626555246,12944.884806492073
207,15578.0,13742.0,15070.0,12502.0,13435.0,14065.0,15182.442735296385,12960.98848534021
208,15601.0,13734.0,15034.0,12519.0,13447.0,14067.0,15178.74079712854,12968.573944227468
209,15475.0,13679.0,15014.0,12464.0,13396.0,14006.0,15104.254736692115,12920.850286618886
210,15419.0,13679.0,14959.0,12463.0,13415.0,13987.0,15058.450605487718,12928.381601196297
211,15644.0,13818.0,15097.0,12560.0,13586.0,14141.0,15244.164538951465,13051.047489020519
212,15564.0,13806.0,15104.0,12565.0,13631.0,14134.0,15211.78977542005,13069.118352205503
213,15505.0,13800.0,15085.0,12530.0,13633.0,14111.0,15180.268659723395,13054.489212248991
214,15344.0,13579.0,14986.0,12457.0,13510.0,13975.0,15030.807447722675,12931.861505507075
215,14479.0,13165.0,14330.0,12233.0,13013.0,13444.0,14290.917233264267,12607.225853991311
216,14516.0,13185.0,14333.0,12253.0,13065.0,13470.0,14314.419721860324,12635.741642148227
217,14502.0,13198.0,14342.0,12263.0,13092.0,13479.0,14315.502639963956,12652.56390519521
218,14641.0,13299.0,14411.0,12327.0,13199.0,13575.0,14424.74200006041,12735.483106157111
219,14686.0,13262.0,14444.0,12341.0,13275.0,13602.0,14461.845257396159,12752.404457837372
220,14607.0,13251.0,14379.0,12345.0,13252.0,13567.0,14395.650569701527,12748.24964702095
221,14776.0,13267.0,14453.0,12460.0,13366.0,13664.0,14507.21922811726,12830.927758190495
222,14756.0,13281.0,14473.0,12476.0,13440.0,13685.0,14516.012254221721,12863.964443443068
223,14774.0,13311.0,14467.0,12508.0,13482.0,13708.0,14527.892838526272,12897.974779513068
224,14788.0,13314.0,14480.0,12500.0,13522.0,13721.0,14546.912929228418,12904.954500190992
225,14893.0,13306.0,14552.0,12570.0,13623.0,13789.0,14631.35275666829,12956.71156405519
226,14893.0,13319.0,14585.0,12617.0,13672.0,13817.0,14648.460021087405,12995.522039249381
227,14851.0,13302.0,14523.0,12642.0,13686.0,13801.0,14604.653013847808,13006.947820084077
228,14829.0,13286.0,14499.0,12627.0,13681.0,13784.0,14584.063914113533,12993.566223003025
229,14849.0,13297.0,14544.0,12675.0,13698.0,13813.0,14610.769557370213,13024.736708866687
230,14769.0,13259.0,14497.0,12682.0,13675.0,13776.0,14548.038254665316,13013.25623339187
231,14746.0,13280.0,14496.0,12761.0,13717.0,13800.0,14539.748876308711,13069.110711269515
232,14803.0,13270.0,14548.0,12866.0,13712.0,13840.0,14577.372746083463,13111.434283359353
233,14800.0,13320.0,14496.0,12951.0,13684.0,13850.0,14548.064872821049,13160.319582804326
234,14585.0,13211.0,14345.0,12848.0,13566.0,13711.0,14371.549165467643,13058.361888362391
235,14597.0,13223.0,14341.0,12906.0,13534.0,13720.0,14367.915246515056,13079.868592926738
236,14616.0,13221.0,14314.0,12996.0,13565.0,13742.0,14366.555094980953,13124.973061875005
237,14797.0,13309.0,14378.0,13248.0,13658.0,13878.0,14488.511588751599,13274.800191044618
238,14870.0,13373.0,14396.0,13374.0,13708.0,13944.0,14538.71284387229,13356.433817824744
239,14930.0,13368.0,14407.0,13483.0,13723.0,13982.0,14577.383377889128,13393.771314448357
240,15024.0,13423.0,14472.0,13630.0,13823.0,14074.0,14664.735360941486,13490.38775391948
241,15129.0,13482.0,14518.0,13752.0,13877.0,14152.0,14747.484564591448,13563.599036567703
242,15213.0,13565.0,14578.0,13914.0,13934.0,14241.0,14826.91924927132,13662.073899804076
243,15295.0,13581.0,14612.0,13998.0,13996.0,14296.0,14893.977480066487,13705.232370029513
244,15268.0,13607.0,14563.0,14073.0,13985.0,14299.0,14871.222480043092,13733.654826149379
245,15308.0,13646.0,14575.0,14126.0,14013.0,14334.0,14904.334171049453,13770.448216418228
246,15465.0,13735.0,14635.0,14316.0,14071.0,14444.0,15033.426048513862,13861.681385367288
247,15531.0,13768.0,14635.0,14500.0,14103.0,14507.0,15102.708877444904,13918.47380273363
248,15460.0,13789.0,14593.0,14559.0,14107.0,14502.0,15066.568389716133,13944.144943864301
249,15459.0,13844.0,14597.0,14612.0,14109.0,14524.0,15075.710582340656,13978.921063409045
250,15560.0,13864.0,14635.0,14736.0,14180.0,14595.0,15171.071523337163,14025.827785706462
251,15607.0,13895.0,14639.0,14865.0,14206.0,14642.0,15230.059067327991,14061.03199490336
252,15606.0,13921.0,14640.0,14892.0,14211.0,14654.0,15236.525879253446,14078.45073025434
253,15715.0,13962.0,14669.0,15069.0,14253.0,14734.0,15351.439119805886,14123.907420052785
254,15734.0,14009.0,14636.0,15147.0,14316.0,14768.0,15380.307983507211,14163.073495844212
255,15773.0,14042.0,14643.0,15206.0,14327.0,14798.0,15420.011387891465,14183.462214396943
256,15756.0,14056.0,14659.0,15242.0,14316.0,14806.0,15425.161502894573,14194.229771521595
257,15809.0,14116.0,14673.0,15287.0,14305.0,14838.0,15466.814758096532,14216.716229240194
258,15762.0,14130.0,14670.0,15274.0,14281.0,14823.0,15436.603020418468,14216.793968940185
259,15776.0,14159.0,14673.0,15278.0,14266.0,14830.0,15444.590161543989,14222.818650308505
260,15690.0,14116.0,14641.0,15291.0,14250.0,14798.0,15402.779188354449,14200.4157298567
261,15658.0,14092.0,14650.0,15320.0,14199.0,14784.0,15398.852312890394,14176.487352578726
262,15570.0,14054.0,14606.0,15324.0,14152.0,14741.0,15351.613598494716,14137.723498346164
263,15494.0,14029.0,14531.0,15311.0,14114.0,14696.0,15300.29576092065,14098.91747416686
264,15503.0,14013.0,14566.0,15326.0,14145.0,14711.0,15316.652265468121,14112.55310914991
265,15525.0,14066.0,14568.0,15356.0,14129.0,14729.0,15337.643546475823,14127.621759798438
266,15184.0,13899.0,14346.0,15121.0,13874.0,14485.0,15055.81254949998,13920.999674411209
267,15173.0,13896.0,14330.0,15074.0,13823.0,14459.0,15029.285337937656,13895.56876810107
268,15210.0,13958.0,14372.0,15138.0,13846.0,14505.0,15079.263499333421,13937.59005482727
269,15187.0,13955.0,14384.0,15145.0,13826.0,14499.0,15073.934662954554,13930.999214844855
270,15067.0,13895.0,14311.0,15125.0,13753.0,14430.0,15004.022444392784,13862.87641904601
271,15087.0,13890.0,14264.0,15150.0,13749.0,14428.0,15016.718268783974,13846.332503752808
272,15060.0,13795.0,14262.0,15112.0,13729.0,14392.0,14988.23843105478,13802.854198785502
273,15111.0,13883.0,14253.0,15141.0,13711.0,14420.0,15022.704045669736,13824.490126264509
274,15108.0,13924.0,14272.0,15201.0,13713.0,14444.0,15051.99495611943,13843.238475729811
275,15246.0,14033.0,14356.0,15286.0,13727.0,14530.0,15163.448550923173,13904.089725846776
276,15168.0,13969.0,14309.0,15325.0,13688.0,14492.0,15140.737055105277,13851.008430444894
277,15149.0,13973.0,14290.0,15330.0,13673.0,14483.0,15133.294394870507,13840.493842905173
278,15114.0,13973.0,14276.0,15291.0,13630.0,14457.0,15101.693854993722,13820.003207234844
279,15063.0,13956.0,14238.0,15300.0,13601.0,14432.0,15081.05428637878,13790.67089242905
280,14960.0,13874.0,14169.0,15245.0,13502.0,14350.0,15005.982621721034,13701.873740989422
281,14877.0,13820.0,14113.0,15175.0,13436.0,14284.0,14933.487618563024,13642.315052367469
282,14818.0,13788.0,14076.0,15182.0,13391.0,14251.0,14910.218324988013,13599.676790057714
283,14786.0,13773.0,14073.0,15163.0,13363.0,14232.0,14889.996859161703,13581.83542033324
284,14791.0,13801.0,14070.0,15178.0,13359.0,14240.0,14900.488733186772,13587.397496147223
285,14776.0,13758.0,14042.0,15127.0,13332.0,14207.0,14864.968388298405,13556.91175690563
286,14773.0,13747.0,14034.0,15118.0,13315.0,14197.0,14858.363641778611,13543.605352510865
287,14814.0,13759.0,14057.0,15135.0,13361.0,14225.0,14883.315552502496,13574.592846037138
288,14816.0,13805.0,14074.0,15128.0,13380.0,14241.0,14885.468670042746,13604.201589147859
