,JW24-R_NT,JW26-NP_NT,OM7-MS_NT,OM8-MS_NT,JW24-LF_NT,JW24-NP_NT,Mean,Std_dev_upper,Std_dev_lower
42,9295.0,10622.0,9427.0,5221.0,15447.0,2721.0,8789.0,12828.455013924999,4785.755994962392
43,9393.0,10745.0,9543.0,5272.0,15647.0,2755.0,8892.0,12984.790484789191,4835.97095159617
44,9515.0,10883.0,9634.0,5322.0,15818.0,2786.0,8993.0,13133.031803420516,4890.099276702141
45,9639.0,10996.0,9765.0,5382.0,15950.0,2808.0,9090.0,13266.566572357411,4950.892180473349
46,9689.0,11052.0,9833.0,5420.0,16040.0,2844.0,9146.0,13339.748709459742,4989.900182795368
47,9756.0,11169.0,9923.0,5474.0,16168.0,2865.0,9226.0,13454.339840826871,5035.565236615084
48,9879.0,11325.0,10022.0,5527.0,16424.0,2893.0,9345.0,13645.805234681833,5082.7677887497675
49,9938.0,11387.0,10122.0,5587.0,16552.0,2925.0,9418.0,13745.673387904979,5129.194664290159
50,9998.0,11449.0,10206.0,5636.0,16681.0,2952.0,9487.0,13844.32310790314,5168.756812523121
51,10042.0,11499.0,10294.0,5678.0,16779.0,3007.0,9550.0,13921.419961087071,5217.76837206344
52,10170.0,11633.0,10391.0,5733.0,17018.0,3038.0,9664.0,14100.580493599826,5267.192250754288
53,10287.0,11762.0,10501.0,5801.0,17205.0,3075.0,9772.0,14255.765249154309,5328.430685415067
54,10398.0,11884.0,10590.0,5868.0,17392.0,3109.0,9874.0,14404.653295686428,5383.927128495069
55,10491.0,11981.0,10699.0,5934.0,17525.0,3145.0,9962.0,14522.603244350572,5442.3539071721225
56,10544.0,12042.0,10790.0,5984.0,17615.0,3169.0,10024.0,14604.127108862082,5484.951094090515
57,10697.0,12209.0,10892.0,6061.0,17860.0,3198.0,10153.0,14800.28470645571,5547.377799965156
58,10810.0,12348.0,10984.0,6109.0,18054.0,3235.0,10257.0,14956.54280451073,5599.570374407877
59,10856.0,12401.0,11061.0,6151.0,18149.0,3263.0,10314.0,15033.4938943755,5636.78020176382
60,10892.0,12438.0,11132.0,6183.0,18219.0,3285.0,10358.0,15091.988925088139,5666.487250854418
61,10967.0,12509.0,11211.0,6236.0,18332.0,3319.0,10429.0,15186.76778892511,5713.903636166267
62,10991.0,12551.0,11247.0,6251.0,18376.0,3342.0,10460.0,15226.519894510238,5736.193987946131
63,10995.0,12552.0,11238.0,6244.0,18386.0,3361.0,10463.0,15228.498634780546,5740.206088210515
64,10983.0,12550.0,11268.0,6259.0,18420.0,3377.0,10476.0,15245.203547364115,5749.588461168757
65,11003.0,12611.0,11276.0,6285.0,18472.0,3393.0,10507.0,15287.859361882049,5768.983128263558
66,11017.0,12620.0,11279.0,6295.0,18522.0,3425.0,10526.0,15312.343479605483,5782.620271444076
67,10995.0,12585.0,11280.0,6313.0,18485.0,3450.0,10518.0,15282.318769072168,5796.411410391222
68,10982.0,12585.0,11249.0,6309.0,18481.0,3467.0,10512.0,15270.564084138947,5796.1325012710095
69,11045.0,12679.0,11290.0,6333.0,18563.0,3486.0,10566.0,15348.1732158786,5826.71709638724
70,11070.0,12739.0,11318.0,6338.0,18620.0,3511.0,10599.0,15395.712544868125,5845.34420416303
71,11143.0,12815.0,11312.0,6318.0,18648.0,3541.0,10630.0,15436.90658868892,5866.151493678444
72,11086.0,12763.0,11335.0,6366.0,18662.0,3561.0,10629.0,15423.44336110639,5877.538980544431
73,11002.0,12667.0,11351.0,6366.0,18625.0,3591.0,10600.0,15368.849536813035,5873.957314715797
74,11015.0,12708.0,11368.0,6361.0,18675.0,3611.0,10623.0,15405.318231429887,5883.573381450131
75,11040.0,12758.0,11362.0,6367.0,18761.0,3636.0,10654.0,15457.318609739174,5893.761351145552
76,11040.0,12766.0,11364.0,6388.0,18799.0,3650.0,10668.0,15476.123141399057,5902.981891343279
77,11019.0,12748.0,11373.0,6374.0,18810.0,3666.0,10665.0,15473.069189740652,5900.053378103401
78,11018.0,12754.0,11373.0,6388.0,18816.0,3683.0,10672.0,15475.9801900785,5911.105704382041
79,11089.0,12817.0,11378.0,6409.0,18965.0,3709.0,10728.0,15570.262433634765,5929.1487872873595
80,11089.0,12825.0,11406.0,6408.0,18962.0,3730.0,10737.0,15574.70130379728,5942.650989858424
81,11130.0,12825.0,11438.0,6411.0,18955.0,3759.0,10753.0,15582.533138237415,5966.78193527549
82,11091.0,12788.0,11427.0,6406.0,18901.0,3770.0,10730.0,15538.938027504715,5964.246386909251
83,11097.0,12809.0,11416.0,6417.0,18899.0,3786.0,10737.0,15541.179940922479,5975.943781624918
84,11168.0,12915.0,11435.0,6422.0,19038.0,3807.0,10798.0,15644.741408999895,5994.673943564035
85,11193.0,12934.0,11432.0,6407.0,19040.0,3831.0,10806.0,15651.455101727508,6004.020791066242
86,11173.0,12911.0,11427.0,6394.0,19011.0,3849.0,10794.0,15626.841346060355,6004.521416594045
87,11124.0,12839.0,11388.0,6384.0,18918.0,3858.0,10752.0,15551.108682126,5995.915501814386
88,11180.0,12905.0,11403.0,6376.0,19014.0,3884.0,10794.0,15621.20452968678,6010.053620593367
89,11209.0,12897.0,11414.0,6381.0,18992.0,3904.0,10800.0,15615.477229972223,6027.657720689589
90,11246.0,12927.0,11441.0,6383.0,19044.0,3927.0,10828.0,15655.711258971482,6043.587474486997
91,11211.0,12867.0,11435.0,6377.0,18988.0,3944.0,10804.0,15607.740962842941,6043.306747604704
92,11216.0,12825.0,11443.0,6368.0,18951.0,3971.0,10796.0,15581.458588762618,6053.425150888706
93,11270.0,12864.0,11548.0,6394.0,18999.0,4000.0,10846.0,15640.16890359429,6094.810976504444
94,11875.0,13361.0,11982.0,6577.0,19524.0,4029.0,11225.0,16188.496170855302,6305.984350699845
95,12051.0,13566.0,12092.0,6602.0,19825.0,4060.0,11366.0,16423.408987482293,6353.949856904386
96,12126.0,13680.0,12129.0,6618.0,19976.0,4078.0,11434.0,16537.54059639459,6376.286047019445
97,12143.0,13694.0,12154.0,6615.0,19988.0,4089.0,11447.0,16553.700546947166,6386.118401665435
98,12150.0,13722.0,12176.0,6614.0,20039.0,4123.0,11471.0,16586.649900527,6401.195256061674
99,12193.0,13776.0,12178.0,6614.0,20061.0,4131.0,11492.0,16616.86778458955,6413.114102181925
100,12269.0,13915.0,12217.0,6630.0,20173.0,4153.0,11560.0,16721.27683999295,6444.959515251731
101,12314.0,13998.0,12237.0,6650.0,20269.0,4171.0,11606.0,16794.285164905737,6464.301534866968
102,12325.0,13985.0,12223.0,6648.0,20254.0,4197.0,11605.0,16782.197398666765,6474.27183957889
103,12293.0,13936.0,12220.0,6622.0,20207.0,4227.0,11584.0,16740.583217227322,6473.683118633412
104,12285.0,13917.0,12217.0,6582.0,20183.0,4248.0,11572.0,16721.657205419924,6468.528993956778
105,12163.0,13662.0,12196.0,6574.0,19944.0,4267.0,11468.0,16525.582713585798,6455.74165052713
106,11521.0,12722.0,12015.0,6446.0,18815.0,4276.0,10966.0,15643.69998427188,6330.235310421559
107,11474.0,12680.0,12009.0,6444.0,18776.0,4314.0,10950.0,15604.312761913867,6337.376738238991
108,11473.0,12680.0,12008.0,6444.0,18763.0,4353.0,10954.0,15595.35636989673,6354.216927077497
109,11452.0,12658.0,11995.0,6441.0,18717.0,4388.0,10942.0,15560.407136252765,6364.996373273844
110,11445.0,12637.0,12023.0,6473.0,18709.0,4423.0,10952.0,15554.348049792472,6390.893409661189
111,11356.0,12526.0,11993.0,6464.0,18543.0,4442.0,10887.0,15430.214857135335,6384.568324054453
112,11355.0,12516.0,12000.0,6457.0,18536.0,4468.0,10889.0,15424.913715900606,6393.73190788054
113,11384.0,12547.0,12050.0,6471.0,18544.0,4495.0,10915.0,15448.923739564932,6421.758093524839
114,11262.0,12457.0,12031.0,6454.0,18379.0,4525.0,10851.0,15326.176447705191,6415.996511193038
115,11215.0,12425.0,12031.0,6445.0,18342.0,4540.0,10833.0,15293.139497071064,6412.8625620646035
116,11214.0,12412.0,12027.0,6451.0,18327.0,4590.0,10837.0,15279.23965391976,6434.583846261019
117,11188.0,12458.0,12053.0,6458.0,18374.0,4619.0,10858.0,15309.07293111394,6446.883848375338
118,11117.0,12359.0,12075.0,6430.0,18281.0,4641.0,10817.0,15235.717175401756,6437.931394081731
119,11072.0,12339.0,12077.0,6466.0,18225.0,4658.0,10806.0,15197.494636551106,6453.909779668414
120,11056.0,12340.0,12087.0,6474.0,18226.0,4702.0,10814.0,15194.594648696735,6472.7120078088
121,10975.0,12238.0,12053.0,6452.0,18110.0,4731.0,10760.0,15096.526314481496,6462.349064842096
122,10995.0,12263.0,12080.0,6476.0,18151.0,4757.0,10787.0,15128.040697037213,6484.893189848446
123,11017.0,12291.0,12095.0,6484.0,18193.0,4791.0,10812.0,15158.238620100965,6504.723866862774
124,10971.0,12242.0,12105.0,6491.0,18146.0,4810.0,10794.0,15118.787525747033,6508.0186083312
125,10860.0,12178.0,12051.0,6467.0,18114.0,4835.0,10751.0,15058.042505345999,6482.568439852772
126,10838.0,12170.0,12011.0,6481.0,18128.0,4864.0,10749.0,15048.583224541875,6487.942800392659
127,10828.0,12142.0,12005.0,6484.0,18125.0,4886.0,10745.0,15036.357594048764,6492.130695468227
128,10890.0,12261.0,12005.0,6504.0,18258.0,4905.0,10804.0,15132.644184521347,6514.1605016252515
129,11068.0,12503.0,12069.0,6549.0,18568.0,4947.0,10951.0,15369.080756553525,6572.508048011796
130,11175.0,12641.0,12105.0,6566.0,18746.0,4987.0,11037.0,15504.540438700984,6609.491959429429
131,11190.0,12622.0,12113.0,6554.0,18759.0,5007.0,11041.0,15509.049441257763,6613.005541513765
132,11205.0,12645.0,12100.0,6559.0,18738.0,5041.0,11048.0,15502.455297788945,6633.495780951161
133,11205.0,12650.0,12109.0,6573.0,18791.0,5071.0,11066.0,15527.29509810559,6644.771379356029
134,11203.0,12676.0,12117.0,6570.0,18825.0,5082.0,11079.0,15549.996064583798,6648.085345836766
135,11207.0,12640.0,12081.0,6550.0,18776.0,5110.0,11061.0,15511.462586978487,6650.416643464644
136,11238.0,12686.0,12106.0,6534.0,18863.0,5144.0,11095.0,15569.609794107617,6660.540064596611
137,11321.0,12771.0,12144.0,6559.0,18973.0,5181.0,11158.0,15658.927475849521,6697.45842064424
138,11351.0,12792.0,12167.0,6572.0,19000.0,5249.0,11188.0,15681.779881018607,6734.5779456891505
139,11330.0,12778.0,12162.0,6567.0,18966.0,5292.0,11182.0,15656.194521815924,6747.987647887956
140,11326.0,12788.0,12159.0,6562.0,18966.0,5337.0,11190.0,15655.669591983033,6764.346026913688
141,11291.0,12685.0,12150.0,6552.0,18859.0,5372.0,11152.0,15574.13488627167,6769.472258917593
142,11276.0,12658.0,12127.0,6544.0,18822.0,5389.0,11136.0,15542.57149418154,6768.950124730056
143,11263.0,12634.0,12076.0,6540.0,18823.0,5408.0,11124.0,15524.114354574587,6763.34935160119
144,11242.0,12565.0,12088.0,6506.0,18763.0,5427.0,11098.0,15478.86471133812,6756.480402750122
145,11505.0,12712.0,12227.0,6561.0,18986.0,5487.0,11246.0,15684.496431386262,6847.347552102148
146,11622.0,12875.0,12288.0,6580.0,19128.0,5518.0,11335.0,15817.197021869648,6893.020885095337
147,11618.0,12843.0,12299.0,6586.0,19090.0,5541.0,11330.0,15793.681770957799,6906.297999579642
148,11628.0,12864.0,12293.0,6587.0,19120.0,5560.0,11342.0,15811.181767020298,6912.901390345027
149,11635.0,12894.0,12305.0,6602.0,19165.0,5587.0,11365.0,15840.969046448143,6929.1389461057615
150,11680.0,12931.0,12335.0,6610.0,19213.0,5612.0,11397.0,15883.731157110986,6950.4913780672505
151,11746.0,13022.0,12346.0,6600.0,19352.0,5629.0,11449.0,15980.551552855874,6958.109004586881
152,11737.0,13033.0,12355.0,6603.0,19374.0,5649.0,11458.0,15991.976101140619,6964.74223708575
153,11733.0,13025.0,12385.0,6605.0,19373.0,5671.0,11465.0,15994.133902277776,6976.522989767249
154,11777.0,13077.0,12387.0,6615.0,19426.0,5679.0,11494.0,16038.573975528137,6990.131300328758
155,11831.0,13103.0,12391.0,6610.0,19438.0,5695.0,11511.0,16058.787913344455,7004.036282631859
156,11823.0,13130.0,12373.0,6565.0,19439.0,5715.0,11508.0,16060.859755404394,6995.91983388482
157,11835.0,13113.0,12368.0,6577.0,19471.0,5728.0,11515.0,16071.218487382042,6999.681320652946
158,11841.0,13126.0,12384.0,6590.0,19510.0,5745.0,11533.0,16095.956560326711,7010.931605080952
159,11876.0,13149.0,12427.0,6594.0,19576.0,5761.0,11564.0,16145.160530861565,7023.9089216425555
160,11945.0,13235.0,12467.0,6614.0,19670.0,5799.0,11622.0,16225.94431309668,7059.311462909335
161,11950.0,13260.0,12458.0,6616.0,19681.0,5817.0,11630.0,16234.248933115501,7067.081649960869
162,11917.0,13203.0,12447.0,6596.0,19647.0,5843.0,11609.0,16197.469477163071,7061.665527753503
163,11924.0,13176.0,12424.0,6614.0,19653.0,5888.0,11613.0,16188.380436953537,7078.673212594355
164,11907.0,13127.0,12405.0,6613.0,19574.0,5946.0,11595.0,16131.82035182813,7098.905478378393
165,11860.0,13055.0,12406.0,6599.0,19528.0,5972.0,11570.0,16086.016496869779,7094.486711400739
166,11802.0,13020.0,12356.0,6578.0,19531.0,6009.0,11549.0,16058.136344293503,7080.3411938283525
167,11864.0,13133.0,12404.0,6618.0,19668.0,6048.0,11622.0,16164.407873112485,7120.386087918893
168,11875.0,13117.0,12399.0,6603.0,19675.0,6066.0,11622.0,16164.632638208188,7120.163338694475
169,11787.0,13066.0,12381.0,6603.0,19530.0,6094.0,11577.0,16067.022473164674,7127.229581139661
170,11767.0,13041.0,12381.0,6582.0,19487.0,6133.0,11565.0,16036.767600869982,7133.356766796857
171,11740.0,13043.0,12364.0,6580.0,19470.0,6154.0,11558.0,16020.275721988459,7135.799550484346
172,11743.0,13060.0,12338.0,6574.0,19492.0,6165.0,11562.0,16029.877833304457,7134.193629351846
173,11653.0,12989.0,12319.0,6557.0,19345.0,6174.0,11506.0,15926.682693452502,7124.9835043517705
174,11606.0,12940.0,12292.0,6547.0,19282.0,6197.0,11477.0,15872.500719079519,7120.957644839913
175,11592.0,12921.0,12306.0,6532.0,19268.0,6230.0,11475.0,15861.89884499181,7127.428315034802
176,11530.0,12862.0,12272.0,6503.0,19256.0,6271.0,11449.0,15825.153333693874,7112.0954710926435
177,11513.0,12824.0,12265.0,6500.0,19242.0,6315.0,11443.0,15804.608626358378,7120.527748479106
178,11439.0,12744.0,12249.0,6480.0,19151.0,6335.0,11400.0,15729.497342428476,7109.296975985594
179,11486.0,12801.0,12316.0,6512.0,19226.0,6373.0,11452.0,15795.623092699063,7147.369991617769
180,11663.0,13057.0,12439.0,6563.0,19614.0,6422.0,11626.0,16083.836310524262,7208.1811283031675
181,11679.0,13064.0,12467.0,6582.0,19634.0,6462.0,11648.0,16101.686226037931,7234.257955058349
182,11679.0,13052.0,12449.0,6578.0,19634.0,6488.0,11647.0,16095.229299930694,7238.629900627077
183,11710.0,13047.0,12456.0,6565.0,19698.0,6514.0,11665.0,16129.8538609903,7240.190480290221
184,11749.0,13056.0,12487.0,6573.0,19716.0,6554.0,11689.0,16151.50122048803,7266.540038948993
185,11764.0,13067.0,12461.0,6565.0,19730.0,6577.0,11694.0,16157.667102282607,7270.366595207058
186,11767.0,13033.0,12483.0,6539.0,19705.0,6596.0,11687.0,16143.460494928362,7270.526586503075
187,11944.0,13174.0,12610.0,6594.0,19851.0,6635.0,11801.0,16294.754247630286,7347.585331677508
188,11973.0,13197.0,12642.0,6589.0,19882.0,6672.0,11826.0,16325.187461033805,7367.1467921320755
189,12028.0,13222.0,12696.0,6615.0,19885.0,6704.0,11858.0,16350.162312082593,7406.162989487577
190,11997.0,13163.0,12686.0,6604.0,19842.0,6734.0,11838.0,16310.314788946387,7405.760429334778
191,12096.0,13266.0,12687.0,6626.0,19966.0,6774.0,11902.0,16405.23979142213,7439.202879249973
192,12179.0,13360.0,12681.0,6638.0,20170.0,6832.0,11977.0,16533.136949737345,7461.69005200653
193,12253.0,13422.0,12714.0,6643.0,20262.0,6875.0,12028.0,16607.20747977826,7489.880493717216
194,12265.0,13438.0,12708.0,6651.0,20273.0,6892.0,12038.0,16616.51393025333,7500.531785442839
195,12238.0,13399.0,12672.0,6650.0,20228.0,6907.0,12016.0,16575.332725823144,7497.522938169328
196,12216.0,13368.0,12687.0,6655.0,20175.0,6934.0,12006.0,16542.03811817359,7510.626640837702
197,12292.0,13425.0,12747.0,6684.0,20306.0,6977.0,12072.0,16638.599005407686,7546.339847816706
198,12454.0,13630.0,12810.0,6727.0,20585.0,7001.0,12201.0,16851.682080031253,7592.046934221963
199,12449.0,13629.0,12831.0,6729.0,20608.0,7021.0,12211.0,16864.847885659474,7598.909522043044
200,12303.0,13505.0,12790.0,6709.0,20396.0,7055.0,12126.0,16705.404899994675,7587.702862134877
201,12346.0,13605.0,12796.0,6719.0,20485.0,7092.0,12174.0,16776.91029055066,7612.35423100433
202,12328.0,13632.0,12770.0,6731.0,20503.0,7112.0,12179.0,16782.02182318984,7617.297754193773
203,12325.0,13634.0,12772.0,6727.0,20515.0,7137.0,12185.0,16787.98341658248,7623.299779817889
204,12292.0,13572.0,12782.0,6713.0,20462.0,7177.0,12166.0,16745.32151867813,7627.785495621801
205,12202.0,13465.0,12773.0,6723.0,20323.0,7200.0,12114.0,16639.210555480106,7629.411148886472
206,12166.0,13438.0,12750.0,6722.0,20301.0,7246.0,12104.0,16612.466347830912,7635.9511257322
207,12192.0,13507.0,12762.0,6725.0,20330.0,7273.0,12132.0,16647.59995486546,7656.845459040397
208,12206.0,13563.0,12787.0,6723.0,20332.0,7290.0,12150.0,16667.05152463313,7673.4789850857
209,12136.0,13465.0,12767.0,6720.0,20212.0,7339.0,12106.0,16573.012829514555,7679.104929088165
210,12102.0,13456.0,12735.0,6718.0,20201.0,7384.0,12099.0,16553.86145367379,7684.129304283514
211,12084.0,13452.0,12723.0,6725.0,20168.0,7411.0,12094.0,16532.20592238844,7695.581400096914
212,12099.0,13474.0,12723.0,6726.0,20199.0,7461.0,12114.0,16553.761319195954,7714.021933810195
213,12034.0,13426.0,12685.0,6720.0,20162.0,7487.0,12086.0,16507.983669285604,7703.640139689337
214,11939.0,13382.0,12605.0,6696.0,20116.0,7516.0,12042.0,16446.108790447306,7677.4267774674345
215,11234.0,12854.0,12155.0,6515.0,19590.0,7523.0,11645.0,15893.951063834125,7434.174908859751
216,11062.0,12651.0,12048.0,6496.0,19304.0,7547.0,11518.0,15668.976712373445,7404.252530350505
217,10968.0,12565.0,12043.0,6478.0,19160.0,7599.0,11469.0,15568.190059372357,7406.556700659163
218,11007.0,12625.0,12013.0,6492.0,19212.0,7618.0,11494.0,15604.891908785037,7420.031875500455
219,11006.0,12612.0,12010.0,6497.0,19159.0,7636.0,11487.0,15576.832910779514,7433.81190736779
220,10964.0,12589.0,11995.0,6481.0,19146.0,7648.0,11470.0,15556.616402238853,7420.089660086553
221,10966.0,12576.0,11998.0,6503.0,19172.0,7651.0,11478.0,15567.261087054145,7425.378602525505
222,11021.0,12633.0,12029.0,6504.0,19198.0,7672.0,11510.0,15606.039422708349,7450.643040228797
223,11015.0,12692.0,12023.0,6508.0,19276.0,7695.0,11535.0,15653.790333280369,7453.132217513363
224,11018.0,12715.0,12031.0,6510.0,19296.0,7702.0,11545.0,15669.736343666333,7457.2935910832275
225,11079.0,12765.0,12073.0,6540.0,19360.0,7721.0,11590.0,15727.624024899866,7489.449421775997
226,11093.0,12791.0,12062.0,6560.0,19344.0,7743.0,11599.0,15724.864573176206,7510.121424997349
227,11101.0,12803.0,12049.0,6549.0,19380.0,7730.0,11602.0,15743.57152137527,7497.573368155977
228,11141.0,12838.0,12025.0,6522.0,19390.0,7710.0,11604.0,15757.836006804864,7487.454916750202
229,11149.0,12828.0,12024.0,6531.0,19364.0,7717.0,11602.0,15744.126644956326,7497.041241840394
230,11166.0,12838.0,12025.0,6530.0,19394.0,7713.0,11611.0,15763.529429957922,7495.713738765581
231,11203.0,12869.0,12008.0,6513.0,19405.0,7691.0,11615.0,15778.511916182117,7488.811733146339
232,11208.0,12838.0,12006.0,6509.0,19395.0,7683.0,11606.0,15766.810932864844,7482.560564745788
233,11245.0,12863.0,12009.0,6511.0,19382.0,7656.0,11611.0,15772.336524082937,7486.985633627397
234,11287.0,12885.0,12007.0,6503.0,19403.0,7622.0,11618.0,15793.396924388206,7480.033319096067
235,11401.0,12992.0,12054.0,6532.0,19580.0,7611.0,11695.0,15925.96474420039,7501.98189446631
236,11876.0,13507.0,12291.0,6653.0,20451.0,7611.0,12065.0,16567.203476394323,7603.157826783248
237,12124.0,13637.0,12458.0,6719.0,20622.0,7605.0,12194.0,16744.13873153231,7684.688530432932
238,12150.0,13779.0,12470.0,6705.0,20611.0,7599.0,12219.0,16777.428493826937,7701.455098781661
239,12206.0,13819.0,12450.0,6705.0,20645.0,7579.0,12234.0,16808.265915605112,7700.759719529949
240,12271.0,13846.0,12519.0,6712.0,20701.0,7599.0,12275.0,16863.70013236449,7727.418921766794
241,12328.0,13873.0,12530.0,6724.0,20739.0,7594.0,12298.0,16898.415234881882,7738.844928033474
242,12391.0,13923.0,12551.0,6743.0,20791.0,7594.0,12332.0,16947.607017810024,7757.807415537758
243,12386.0,13923.0,12568.0,6742.0,20754.0,7582.0,12326.0,16932.70433276587,7760.594216761129
244,12363.0,13867.0,12593.0,6750.0,20708.0,7583.0,12311.0,16898.87673164416,7764.234937577951
245,12380.0,13900.0,12618.0,6766.0,20730.0,7580.0,12329.0,16923.03479162562,7776.168146427461
246,12393.0,13903.0,12607.0,6755.0,20712.0,7580.0,12325.0,16915.859142542566,7775.31531377749
247,12389.0,13874.0,12645.0,6744.0,20692.0,7576.0,12320.0,16906.447390591835,7774.687497646876
248,12412.0,13897.0,12659.0,6756.0,20737.0,7580.0,12340.0,16938.540689848298,7782.720679169358
249,12427.0,13902.0,12684.0,6755.0,20725.0,7601.0,12349.0,16941.09164397518,7798.093866392675
250,12371.0,13812.0,12683.0,6717.0,20515.0,7603.0,12284.0,16814.529102917335,7794.0502074051055
251,12371.0,13866.0,12672.0,6721.0,20576.0,7600.0,12301.0,16852.614951494324,7790.207531876888
252,12389.0,13940.0,12680.0,6723.0,20610.0,7588.0,12322.0,16890.02432547105,7794.9092916642985
253,12404.0,13963.0,12683.0,6749.0,20644.0,7588.0,12338.0,16912.44098067887,7804.640278616051
254,12558.0,14145.0,12714.0,6772.0,20850.0,7574.0,12436.0,17082.292136644835,7831.325428192266
255,12546.0,14146.0,12689.0,6775.0,20845.0,7579.0,12430.0,17073.07089471325,7828.571837901587
256,12563.0,14198.0,12699.0,6786.0,20864.0,7586.0,12449.0,17097.746415765785,7841.983255943395
257,12516.0,14171.0,12698.0,6793.0,20825.0,7598.0,12434.0,17065.598818879676,7843.886964653877
258,12439.0,14116.0,12678.0,6777.0,20732.0,7584.0,12388.0,16993.372902537703,7823.895686188781
259,12411.0,14102.0,12687.0,6779.0,20740.0,7576.0,12382.0,16989.95821946998,7815.423648951802
260,12417.0,14110.0,12728.0,6773.0,20729.0,7583.0,12390.0,16995.61671585178,7825.690098059469
